Sintering Temperature (°C),Heating Rate (°C/min),Holding Time (min),Cooling Rate (°C/min),Relative Density (%),Micro Hardness (Hv),Nano Hardness (GPa),Modulus of Elasticity (GPa),Stiffness (mN/nm),Plasticity Index,is_real
800,110,20,80,99.65718345498018,563.9012823554067,9.452532209795534,349.76229139673137,2.535663455825142,0.008,0
1100,80,25,120,100.0,562.876149128868,10.104234436614608,364.1536648307342,2.645008807333738,0.008,0
1150,100,25,120,99.98149336994402,563.7171018475395,9.906942455419584,357.7053581443468,2.833440331496407,0.019164215644843965,0
1150,100,25,120,99.92269238281844,563.6858553617996,9.784314041827503,357.797910686423,2.7603156389489425,0.008,0
900,110,30,100,99.98602255425334,545.4520156354251,10.041282530896565,357.7111306812769,2.6289180601314905,0.010381787974047874,0
1000,120,15,80,99.38119840866922,536.9695670730201,9.379517598119472,342.1862601276179,2.674719001498566,0.008,0
1200,90,30,100,99.99935786528961,579.8319221467319,9.970852178546638,367.5516494738215,2.6896421804236725,0.04,0
1200,120,25,110,99.92492947118676,554.8513556293242,10.153633517834844,343.8576814936693,2.721961584984255,0.04,0
800,80,20,120,99.77508122156773,536.9698018789951,9.323984048498902,352.8395838906518,2.6850864207394625,0.04,0
800,90,25,120,99.53227040864179,561.0380752592349,9.648582452808162,348.5256793757495,2.5895341501501834,0.008,0
1100,110,10,120,99.57585445356975,529.8659338752852,9.454165670200206,349.00734202427105,2.5243856263321507,0.04,0
900,90,20,100,99.788782385879,527.2062804609178,9.392058233983224,354.84195763338244,2.6419172093947942,0.033943276125678074,0
850,120,25,90,99.88268424848637,560.6720483533616,9.446104262923527,356.0814291991969,2.775034399803104,0.04,0
1050,90,20,100,99.80496910174013,510.3203317845603,9.798743064485619,344.16414088774076,2.591587045845385,0.0269012038195065,0
1100,110,10,120,99.62877672186723,529.7268417860843,9.524426878160554,349.0133638264774,2.5976343342735473,0.008,0
1000,110,10,100,99.55700060961018,528.449044908065,9.671052213918468,342.8684018561789,2.480702884421102,0.008,0
1200,100,20,110,99.93674870390453,551.687568058645,9.595776760793212,354.84002149951755,2.6275712283041464,0.04,0
950,90,15,90,99.40844357061155,536.6119619854846,9.66172569632545,343.86738185101837,2.7363580150673212,0.04,0
1100,120,15,90,99.72028743418933,544.8274437551771,9.965310216781951,351.4550455110804,2.5834990132772218,0.008,0
1200,110,10,110,99.63965618787788,531.472932953714,9.906656092184155,344.3606779712108,2.5072908085188788,0.04,0
1100,90,25,120,100.0,561.9450593281165,9.525691738920104,355.06013284855965,2.6444985795955027,0.008,0
800,110,15,90,99.28862875914122,536.2521994019936,9.448083557270431,352.759694746512,2.535758640648785,0.0342863543368523,0
1200,100,20,110,99.96620468757662,551.6754672468284,9.590549536869599,354.9105460478487,2.5924764741243718,0.014687851355288528,0
800,90,25,120,99.61200803732267,561.0928224239615,9.58400529881644,348.5668280760158,2.576033874390616,0.04,0
850,90,30,120,100.0,534.0843251931504,10.012699747461227,367.3865410390187,2.6114815509548386,0.04,0
800,100,15,90,99.53783079179065,534.8824324719434,9.276261510222453,354.58468520354074,2.5005011181872225,0.04,0
1050,80,15,110,99.46495191232661,551.2283293949934,9.994545755807785,346.1268098364446,2.6551359781502075,0.04,0
1150,90,15,100,99.73020360333842,550.5852541980712,10.221774800367939,362.4707385727957,2.7330817693851763,0.008,0
1200,100,15,90,99.75275963063083,565.6752264475017,9.51394199815017,352.2705593080835,2.701545104859836,0.04,0
850,90,30,120,99.98519517171815,534.0164679843073,10.179396218955185,367.33551764973004,2.753227245805302,0.04,0
950,90,10,120,99.39190532147265,557.3859334132318,9.798519541905078,343.94895278504913,2.6060259178192546,0.04,0
1000,100,25,120,100.0,537.0337978116924,9.59084540923597,351.35357822928137,2.7864916701441342,0.019453168996795705,0
1050,80,30,100,99.99707004782056,569.4153718467131,9.675381159178523,351.34346345106144,2.742904779451505,0.04,0
950,90,25,90,99.9529189276823,514.792914215767,9.731679300708834,357.670055938793,2.6725581509710743,0.04,0
900,90,30,90,100.0,542.483269261168,9.488553394016693,360.80184648205005,2.774252596540053,0.008,0
1050,120,15,80,99.7278877765439,533.6024044608895,9.463727984469138,347.8990825684189,2.5762664770747263,0.008,0
900,90,10,110,99.05259840540593,524.3021554425222,9.845288874244414,341.91937914050743,2.5926887925922366,0.04,0
1100,120,15,90,99.61369966617767,544.7691521078673,9.945712988142285,351.43527373910507,2.6213989149516923,0.008,0
800,100,10,90,98.61958886805033,521.1320353280967,9.106085615440774,340.76333100716124,2.474024051649524,0.008,0
900,80,10,80,99.10948182816215,530.8746956438243,9.740310846191953,359.71934111546875,2.5715559842631928,0.008,0
1200,110,25,80,99.95941650076027,546.7462287440292,9.608441900357754,357.5353952430526,2.7578650793015167,0.04,0
800,100,15,90,99.45989465032515,534.8863884811436,9.313431307836186,354.53558963139574,2.39,0.008,0
800,100,15,90,99.52516319437873,534.8736864673286,9.268545090884148,354.5866171807909,2.545594957309532,0.04,0
1000,110,10,100,99.52516404710731,528.4952436207165,9.622619872645739,342.96831610049253,2.422637354416459,0.04,0
1100,90,25,120,99.92532345276878,561.9454578204425,9.59048114267502,355.0352059098787,2.5731588069534785,0.04,0
800,120,30,110,99.92450602591221,532.4559382620307,9.343943540780216,353.3265220690371,2.90609585933374,0.027787314003538312,0
950,120,20,80,99.73430857452992,537.3927390344732,9.240934499338355,347.2042120905928,2.719530872082741,0.04,0
1100,110,10,90,99.42769380566155,509.12785373926084,9.716077316330104,346.90650337394254,2.605355093594371,0.012267827323034507,0
1200,110,10,110,99.55346038433568,531.5203366961338,9.898059763806073,344.1875498334912,2.5803316157394347,0.034656883749607646,0
950,90,15,90,99.44496917571479,536.7284183314699,9.603376778845865,343.8263231947796,2.7243051630592827,0.008,0
900,110,30,100,100.0,545.4923733479008,10.041113327790283,357.7010844612298,2.5109293746395442,0.008,0
950,90,15,90,99.41851558606434,536.696118282141,9.66191165732458,343.86622206537226,2.6556802625913476,0.008,0
1150,110,30,90,100.0,552.9427157307509,9.80335001259707,355.7720555925593,2.8153223242695398,0.008,0
1000,100,10,90,99.50106778252425,559.7796348397397,9.464301114871464,344.79224564938363,2.5390554768748252,0.04,0
1150,90,30,100,100.0,582.9255810633696,10.042413911274904,365.0263842975959,2.894209294582346,0.010252238014113098,0
1200,110,25,80,100.0,546.834737576756,9.656344397562874,357.51705130311774,2.662774938933984,0.04,0
1100,110,20,110,99.87704759342894,560.1415052282645,9.709425442166104,359.7493728007667,2.660237183219228,0.009569591363218749,0
1050,80,30,100,100.0,569.483996426453,9.646365617302278,351.37178704882683,2.83109702199654,0.027142827141465795,0
1050,110,25,90,99.93868018686902,535.5581268240096,9.934028198011983,350.7205759966227,2.8121592228150796,0.008,0
900,90,10,110,99.11212420415856,524.2068019178582,9.945870495859161,341.94983640625446,2.672044751027067,0.008,0
1100,80,20,100,99.9207018347844,516.1050103945272,9.532025695888757,354.11695313310764,2.6894569740627645,0.04,0
850,90,30,120,99.96356778929093,534.0850883503122,10.067565629371094,367.33488546318864,2.704664328497525,0.011840943520268196,0
1050,120,10,110,99.70648509466523,530.1071520536722,9.62494094507907,338.7967688962956,2.542002020410473,0.008,0
900,120,15,80,99.26027556490811,540.8350400381597,9.278184474995404,357.17509258475127,2.52980534166364,0.04,0
1200,120,25,110,99.96279479662506,554.8870157513139,10.074941500257172,343.8341556188471,2.7059937172485093,0.030623138835734764,0
1100,80,20,100,99.8714654440658,516.0561908882112,9.597714645239565,354.16593755278876,2.8528628880451303,0.04,0
950,90,30,120,100.0,536.6130495104633,9.956855829587044,371.71918709101186,2.7808901375514794,0.04,0
800,90,15,100,99.15491566321332,548.4582011014955,9.106679250468922,342.1060208947159,2.6691643969057126,0.04,0
1100,100,30,100,99.98010570472817,525.4300271342104,9.924923610084896,358.86054636057685,2.71227609718822,0.04,0
950,80,30,120,100.0,559.0675464303022,10.118841695589998,371.6724998407655,2.656183398063042,0.02463269184728012,0
1200,90,30,100,99.99074563874645,579.8738116848331,10.023850016622475,367.58479601680045,2.642462249689097,0.04,0
1000,100,25,120,100.0,537.092432258559,9.632766698045682,351.339238559541,2.661655274953018,0.008,0
1150,100,20,100,99.92185634130351,558.2378478095329,9.765492830833528,362.56464055778116,2.7304225580674766,0.04,0
850,90,25,120,99.87533439489383,556.5701630913902,9.499950651050428,355.16799018345307,2.6364228576198667,0.04,0
1000,100,10,110,98.99344895289197,516.2566431680817,9.976611698678463,338.47706353978515,2.443681283319676,0.04,0
1050,120,10,110,99.63731336755967,530.0825697496366,9.525109748105935,338.8676882107431,2.559022353741731,0.04,0
800,90,15,110,99.56159063014763,520.5245836470909,9.626692778498082,338.20554594098724,2.678935680592278,0.008,0
950,90,30,120,100.0,536.6425169384768,10.01855503509792,371.7507739655984,2.7861236082153313,0.02114327424404574,0
800,120,30,110,99.95639000978531,532.3872746626583,9.393686421695506,353.2090178731858,2.8321967600157505,0.008,0
800,100,30,80,100.0,533.3168516823183,10.185184106123621,349.69937341026576,2.6551437848626898,0.03400683241802867,0
800,90,25,120,99.52508340701166,560.9261662222399,9.681562125672304,348.5255795997251,2.6219603606015016,0.04,0
1100,80,10,120,99.25362482828334,532.5189020658268,9.26341192798963,343.09554077658623,2.4506975868435203,0.04,0
800,100,10,90,98.43474192312998,521.1663021602028,9.028968973571232,340.6801284713089,2.39,0.03790497190648218,0
1100,100,20,110,99.89578777676736,568.2484950782748,9.493429014023883,344.50211623753194,2.580010906947052,0.03293170211746266,0
1200,100,30,90,100.0,589.4820564110286,9.905605561647459,356.12136870845177,2.842618278173516,0.008,0
850,120,15,100,99.09985591880736,566.1337107516101,9.324861448660101,345.8870896731566,2.4789756469847126,0.011778500845000681,0
950,90,30,80,100.0,571.4071582759829,10.161682979246992,350.4043969046459,2.6983829454915154,0.04,0
850,110,30,110,100.0,563.9238567804302,10.07466549132117,360.3689044938176,2.6764459858019527,0.04,0
1050,100,25,80,100.0,523.2374448242929,10.137428925971644,348.2088473298392,2.8497956466751773,0.04,0
1000,110,25,80,99.98610042837464,512.2078075100402,9.773302398142379,349.20877284300644,2.6099203854234605,0.008,0
1100,90,25,120,99.89804487411617,561.9169811826797,9.590147950490662,355.01290819579225,2.5500543003370657,0.03530637664330054,0
1000,90,20,90,99.76451277546072,550.8146068244146,9.740965744563853,349.41258371682704,2.672503447951275,0.04,0
1200,100,30,90,100.0,589.4814610576868,9.90808271687221,356.25881479126434,2.7811779228124287,0.008,0
850,90,30,90,99.93668297276008,566.031374428321,9.783206379342941,368.6097652144382,2.8189962409697538,0.008,0
850,120,15,100,99.10964971795863,566.0943284385708,9.257700898749993,345.84973329798544,2.538893014618301,0.04,0
800,100,25,90,99.70993101012625,556.9516025730525,9.884731347420232,358.1203404343382,2.489747483329195,0.04,0
1150,100,10,120,99.65857662161845,554.9183863848323,9.797480915575848,349.11244815795936,2.6328403745866713,0.015083859223281565,0
1150,90,30,110,99.92075412351397,567.7071496483247,9.796030982298998,370.61480627049724,2.844657390174419,0.04,0
1000,110,25,100,99.92404641984015,542.3960437133778,9.916530028850536,361.98687508325855,2.5786769756545196,0.04,0
900,110,20,100,99.68869506688299,563.4664346793344,9.352397932313073,349.1834911769713,2.622766597716515,0.02481534717356866,0
1200,110,10,110,99.51015980669737,531.4463955617131,9.883860792312364,344.30488762000493,2.464740291911757,0.02396696612667772,0
800,100,10,100,98.54471069257198,532.0536925551812,9.517990866924201,345.9843447351506,2.419835755938868,0.04,0
1100,110,20,110,99.84138249680392,560.12889660949,9.703513182132243,359.7059654114693,2.547151148127187,0.04,0
1000,110,30,110,99.91710564165882,554.7426591683986,10.187069782824036,356.251380569637,2.7668912623339112,0.008,0
800,80,30,120,99.89486890205077,525.122822315801,9.808952517282798,363.2559498824599,2.669522813562493,0.008,0
1200,90,30,100,99.99617633872487,579.8640900913726,9.98189186651389,367.5209037743871,2.7547468117626783,0.04,0
850,110,30,110,100.0,563.9012104116773,10.129265917954115,360.3619168034752,2.725256378966939,0.04,0
850,90,30,90,100.0,565.9775240186335,9.875086417000153,368.57446304506504,2.8075602510776543,0.029721483395882625,0
1000,110,25,80,99.98506520203192,512.1403786855,9.877907958906862,349.2198387742302,2.561507245887048,0.021873125307391373,0
1100,90,25,120,99.97726966064926,561.8968590546339,9.544435870167897,355.03437018408334,2.611735377439046,0.04,0
800,100,15,100,99.76123589044569,567.9288889867847,9.396300174011827,343.9912905114128,2.5056856281365816,0.04,0
1100,100,20,110,99.90243475742786,568.2760740343598,9.411452469588426,344.6113622714091,2.5699630119260934,0.04,0
1000,110,30,110,99.94664460823948,554.7884232371428,10.253123508084643,356.2480753226427,2.784096698720552,0.008,0
1100,110,10,90,99.38828332968046,509.14344409799236,9.514005660914815,346.9604458907395,2.6641737886551287,0.02128211608244618,0
900,100,30,80,99.97507836928128,537.2391429607504,10.03805427386566,360.8976943059695,2.7794431214996074,0.04,0
950,120,10,80,98.790123406267,564.0618487685153,9.600021627674966,348.34768999271245,2.6324878208281253,0.008,0
850,90,30,120,99.99915712550734,534.0095080307198,10.205912737970749,367.29665513771045,2.66875125880761,0.04,0
1000,110,25,80,99.88708190725846,512.2004072883162,9.88925404683612,349.2607186142171,2.581589923603625,0.008,0
800,100,15,100,99.61718573321902,567.8145266886515,9.519619087935057,343.89859840501856,2.5758235721163536,0.03320969096830954,0
850,110,30,110,100.0,563.9332144986273,10.125683533518032,360.3531463809722,2.647707816647725,0.008,0
800,110,20,80,99.74383017330015,563.8550174122032,9.538131313989087,349.82999474688097,2.527302435010555,0.04,0
800,80,20,100,99.48395081162914,567.5950622136126,9.252334647321101,352.1930773645644,2.675590819499287,0.04,0
800,80,15,90,99.18297438120581,540.0606148950749,9.35093867471746,354.11318159906415,2.603158749599509,0.008,0
800,110,30,120,99.9347602877695,520.559738590102,9.425651515014405,349.09977559303303,2.8833038218915092,0.04,0
900,80,30,100,99.95204485694391,565.070215151937,9.61934000028653,362.9979843180326,2.7211232563841725,0.022342677737052792,0
850,90,30,120,100.0,534.013155104269,10.126167359337789,367.43366224970896,2.6925096986352166,0.04,0
1200,80,15,120,99.87615642526559,567.2194058272249,9.417410747861766,342.6822503366883,2.743698516413488,0.04,0
1100,120,20,100,99.86210379679204,546.3431658311601,9.530726977197789,350.83435107356183,2.4585005599153082,0.008,0
850,80,25,90,99.68492535582442,528.9768315456765,9.86481980735041,357.33520684601166,2.7142807710603316,0.008,0
800,100,10,90,98.56034175975107,521.0677383167645,9.092227508604177,340.80375515171426,2.39,0.008,0
1150,90,30,110,99.98377800225762,567.8047011377132,9.729983868301897,370.6044213160877,2.9051220717974635,0.04,0
950,80,30,120,100.0,559.0234135693562,10.11675152982583,371.5795137965455,2.7057278951375365,0.04,0
800,100,10,100,98.41254289553287,532.0491011640734,9.609445484742155,346.00536780005774,2.4263025461847043,0.04,0
800,90,20,120,99.5818559804942,554.7584008324279,9.594046702948283,342.9537398384122,2.5339142534137005,0.027056054407057845,0
1100,110,10,120,99.59184941628621,529.8148151515024,9.406019619968156,349.0477073704717,2.473176475151864,0.04,0
800,100,25,90,99.63063092908347,556.9118735719156,9.8458904672986,358.05277792331515,2.5913513225824754,0.015874677459056,0
1100,80,10,120,99.36464365651294,532.4741420450085,9.305530072686285,343.06779288112364,2.581248582894537,0.021269930582950812,0
800,100,10,90,98.47215242625938,521.0771768948282,9.032249617346485,340.7374582058947,2.496236375579971,0.02427522702243181,0
950,120,20,80,99.71057631965365,537.3769580528456,9.309030129276106,347.18032620092197,2.668390493808689,0.04,0
950,90,30,120,99.89254341669998,536.7349383954548,9.972568533223734,371.673043293979,2.739889416178044,0.02264397482429651,0
1050,120,15,120,99.31356298789909,556.9625565826617,9.7335119454253,357.6180374962311,2.6187262919087586,0.023251143554500198,0
900,90,10,110,99.04097725594636,524.1968231938899,9.838127176419876,342.05345909002097,2.639437306855431,0.008,0
800,120,30,110,100.0,532.457509599114,9.381439530892091,353.3409902157062,2.8897163530484726,0.04,0
1150,80,15,90,99.70732091577374,541.4841710377427,9.498160438519609,341.8807887181825,2.599711025492638,0.04,0
